B_Req,R_Priority,FP,Complexity,Time,Cost
2524,99,1,-1.2446198209349617,-1.5914077716466772,-1.2241906532613163
2525,150,1,-0.02358071892831195,1.1751897618260156,1.0763608635768562
2526,142,4,1.1974583830783379,-0.8009513335116221,0.6503328049031206
2527,200,1,1.1974583830783379,-1.9866359907142048,-0.6277513711180863
2528,153,3,-0.02358071892831195,1.1751897618260156,1.0763608635768562
2529,85,3,-0.02358071892831195,-0.8009513335116221,-0.20172331244435068
2530,132,1,-0.02358071892831195,-1.9866359907142048,-0.9685738180570749
2531,93,3,-0.02358071892831195,-0.8009513335116221,-0.20172331244435068
2532,237,1,-0.02358071892831195,-1.5914077716466772,-0.7129569828528335
2533,79,1,1.1974583830783379,-1.9866359907142048,-0.6277513711180863
2534,149,4,1.1974583830783379,0.3847333236909606,1.9284169809243275
2535,143,2,-1.2446198209349617,-0.8009513335116221,-1.053779429791822
2536,152,1,-0.02358071892831195,-1.9866359907142048,-0.9685738180570749
2537,67,2,-0.02358071892831195,1.1751897618260156,1.0763608635768562
2538,90,2,-0.02358071892831195,0.3847333236909606,0.5651271931683735
2539,177,3,-0.02358071892831195,0.3847333236909606,0.5651271931683735
2540,71,3,1.1974583830783379,-0.8009513335116221,0.6503328049031206
2541,190,3,-0.02358071892831195,-0.8009513335116221,-0.20172331244435068
2542,170,1,1.1974583830783379,-1.9866359907142048,-0.6277513711180863
2543,117,2,1.1974583830783379,1.1751897618260156,2.780473098271799
2544,149,1,1.1974583830783379,-1.9866359907142048,-0.6277513711180863
2545,112,2,-1.2446198209349617,1.1751897618260156,-0.6277513711180863
2546,157,1,1.1974583830783379,-1.9866359907142048,-0.6277513711180863
2547,66,4,1.1974583830783379,1.1751897618260156,2.780473098271799
2548,169,1,-0.02358071892831195,-1.9866359907142048,-0.9685738180570749
2549,68,1,-0.02358071892831195,-1.9866359907142048,-0.9685738180570749
2550,126,1,1.1974583830783379,1.1751897618260156,2.780473098271799
2551,96,1,-0.02358071892831195,0.3847333236909606,0.5651271931683735
2552,63,4,-0.02358071892831195,0.3847333236909606,0.5651271931683735
2553,149,2,1.1974583830783379,-1.1961795525791497,0.22430474622938495
2554,33,3,1.1974583830783379,0.3847333236909606,1.9284169809243275
2555,11,4,-1.2446198209349617,0.3847333236909606,-0.7981625945875805
2556,166,2,1.1974583830783379,-1.5914077716466772,-0.20172331244435068
2557,143,3,-0.02358071892831195,0.3847333236909606,0.5651271931683735
2558,102,2,1.1974583830783379,0.3847333236909606,1.9284169809243275
2559,98,3,1.1974583830783379,0.3847333236909606,1.9284169809243275
2560,11,4,-0.02358071892831195,0.3847333236909606,0.5651271931683735
2561,138,1,-1.2446198209349617,-1.1961795525791497,-1.1389850415265692
2562,114,1,1.1974583830783379,-1.5914077716466772,-0.20172331244435068
2563,121,3,-0.02358071892831195,1.1751897618260156,1.0763608635768562
2564,149,1,-1.2446198209349617,-1.1961795525791497,-1.1389850415265692
2565,187,2,1.1974583830783379,0.3847333236909606,1.9284169809243275
2566,111,4,-0.02358071892831195,-0.8009513335116221,-0.20172331244435068
2567,104,4,-0.02358071892831195,-0.8009513335116221,-0.20172331244435068
2568,80,4,1.1974583830783379,0.3847333236909606,1.9284169809243275
2569,190,3,1.1974583830783379,0.3847333236909606,1.9284169809243275
2570,28,3,1.1974583830783379,1.1751897618260156,2.780473098271799
2571,88,2,1.1974583830783379,-1.1961795525791497,0.22430474622938495
2572,90,4,1.1974583830783379,0.3847333236909606,1.9284169809243275
2573,197,6,-0.02358071892831195,2.756102638096126,2.0988282043938216
2574,135,3,1.1974583830783379,0.3847333236909606,1.9284169809243275
2575,175,4,-1.2446198209349617,0.3847333236909606,-0.7981625945875805
2576,71,3,-0.02358071892831195,1.1751897618260156,1.0763608635768562
2577,113,3,-1.2446198209349617,1.1751897618260156,-0.6277513711180863
2578,151,1,-1.2446198209349617,-1.5914077716466772,-1.2241906532613163
2579,20,1,-1.2446198209349617,-1.1961795525791497,-1.1389850415265692
2580,192,4,1.1974583830783379,-0.8009513335116221,0.6503328049031206
2581,146,3,1.1974583830783379,0.3847333236909606,1.9284169809243275
2582,38,4,-0.02358071892831195,-0.8009513335116221,-0.20172331244435068
2583,77,2,-0.02358071892831195,-0.8009513335116221,-0.20172331244435068
2584,202,1,-0.02358071892831195,-1.5914077716466772,-0.7129569828528335
2585,170,1,-1.2446198209349617,-1.5914077716466772,-1.2241906532613163
2586,90,2,-0.02358071892831195,1.1751897618260156,1.0763608635768562
2587,148,1,1.1974583830783379,-1.9866359907142048,-0.6277513711180863
2588,142,1,1.1974583830783379,-1.9866359907142048,-0.6277513711180863
2589,124,4,1.1974583830783379,1.1751897618260156,2.780473098271799
2590,85,1,-0.02358071892831195,-1.1961795525791497,-0.4573401476485921
2591,123,3,1.1974583830783379,0.3847333236909606,1.9284169809243275
2592,87,3,-0.02358071892831195,-0.8009513335116221,-0.20172331244435068
2593,40,3,-1.2446198209349617,-0.8009513335116221,-1.053779429791822
2594,150,4,1.1974583830783379,0.3847333236909606,1.9284169809243275
2595,137,5,1.1974583830783379,1.9656461999610708,3.63252921561927
2596,202,1,-0.02358071892831195,-1.5914077716466772,-0.7129569828528335
2597,156,4,-0.02358071892831195,0.3847333236909606,0.5651271931683735
2598,25,4,-1.2446198209349617,-0.8009513335116221,-1.053779429791822
2599,96,1,1.1974583830783379,-1.5914077716466772,-0.20172331244435068
2600,93,2,-0.02358071892831195,1.1751897618260156,1.0763608635768562
2601,38,2,-0.02358071892831195,1.1751897618260156,1.0763608635768562
2602,212,2,-0.02358071892831195,0.3847333236909606,0.5651271931683735
2603,156,3,-0.02358071892831195,1.1751897618260156,1.0763608635768562
2604,1,4,-1.2446198209349617,1.1751897618260156,-0.6277513711180863
2605,185,2,-0.02358071892831195,-0.8009513335116221,-0.20172331244435068
2606,166,4,-1.2446198209349617,-0.8009513335116221,-1.053779429791822
2607,124,2,-0.02358071892831195,1.1751897618260156,1.0763608635768562
2608,120,1,-0.02358071892831195,-1.9866359907142048,-0.9685738180570749
2609,129,4,-0.02358071892831195,1.1751897618260156,1.0763608635768562
2610,144,3,-0.02358071892831195,1.1751897618260156,1.0763608635768562
2611,11,3,1.1974583830783379,-0.8009513335116221,0.6503328049031206
2612,119,2,1.1974583830783379,0.3847333236909606,1.9284169809243275
2613,174,1,1.1974583830783379,-1.9866359907142048,-0.6277513711180863
2614,133,1,-0.02358071892831195,-1.9866359907142048,-0.9685738180570749
2615,184,4,1.1974583830783379,1.1751897618260156,2.780473098271799
2616,158,1,-1.2446198209349617,-1.9866359907142048,-1.3093962649960633
2617,160,3,-0.02358071892831195,1.1751897618260156,1.0763608635768562
2618,194,2,-1.2446198209349617,-0.8009513335116221,-1.053779429791822
2619,74,4,-1.2446198209349617,0.3847333236909606,-0.7981625945875805
2620,171,1,1.1974583830783379,-1.9866359907142048,-0.6277513711180863
2621,124,3,-1.2446198209349617,-0.8009513335116221,-1.053779429791822
2622,143,3,-1.2446198209349617,1.1751897618260156,-0.6277513711180863
2623,129,3,1.1974583830783379,-0.8009513335116221,0.6503328049031206
2624,149,2,-0.02358071892831195,-1.1961795525791497,-0.4573401476485921
2625,69,3,-0.02358071892831195,1.1751897618260156,1.0763608635768562
2626,117,2,-1.2446198209349617,-1.1961795525791497,-1.1389850415265692
2627,148,2,1.1974583830783379,-0.8009513335116221,0.6503328049031206
2628,99,1,-0.02358071892831195,-1.5914077716466772,-0.7129569828528335
2629,103,4,1.1974583830783379,-0.8009513335116221,0.6503328049031206
2630,161,1,1.1974583830783379,-1.5914077716466772,-0.20172331244435068
2631,93,3,1.1974583830783379,1.1751897618260156,2.780473098271799
2632,197,2,1.1974583830783379,-1.1961795525791497,0.22430474622938495
2633,226,4,1.1974583830783379,-0.8009513335116221,0.6503328049031206
2634,133,3,-1.2446198209349617,-0.8009513335116221,-1.053779429791822
2635,160,1,1.1974583830783379,-1.5914077716466772,-0.20172331244435068
2636,21,4,-1.2446198209349617,-0.8009513335116221,-1.053779429791822
2637,117,1,-0.02358071892831195,-0.8009513335116221,-0.20172331244435068
2638,189,1,-0.02358071892831195,-1.9866359907142048,-0.9685738180570749
2639,159,2,1.1974583830783379,1.1751897618260156,2.780473098271799
2640,82,2,1.1974583830783379,-0.8009513335116221,0.6503328049031206
2641,75,3,-0.02358071892831195,0.3847333236909606,0.5651271931683735
2642,125,4,-1.2446198209349617,0.3847333236909606,-0.7981625945875805
2643,126,2,-1.2446198209349617,-1.1961795525791497,-1.1389850415265692
2644,123,1,1.1974583830783379,-1.9866359907142048,-0.6277513711180863
2645,101,2,1.1974583830783379,0.3847333236909606,1.9284169809243275
2646,71,3,1.1974583830783379,0.3847333236909606,1.9284169809243275
2647,142,3,1.1974583830783379,-0.8009513335116221,0.6503328049031206
2648,199,4,-0.02358071892831195,1.1751897618260156,1.0763608635768562
2649,201,2,1.1974583830783379,1.1751897618260156,2.780473098271799
2650,91,3,-0.02358071892831195,-0.40572311444409453,0.05389352275989069
2651,97,3,1.1974583830783379,0.3847333236909606,1.9284169809243275
2652,139,1,-1.2446198209349617,-1.5914077716466772,-1.2241906532613163
2653,161,3,1.1974583830783379,0.3847333236909606,1.9284169809243275
2654,166,1,-1.2446198209349617,-1.9866359907142048,-1.3093962649960633
2655,72,3,-1.2446198209349617,0.3847333236909606,-0.7981625945875805
2656,157,3,-1.2446198209349617,0.3847333236909606,-0.7981625945875805
2657,144,1,-0.02358071892831195,1.1751897618260156,1.0763608635768562
2658,121,2,-1.2446198209349617,0.3847333236909606,-0.7981625945875805
2659,97,2,-0.02358071892831195,1.1751897618260156,1.0763608635768562
2660,74,1,-0.02358071892831195,1.1751897618260156,1.0763608635768562
2661,200,4,-1.2446198209349617,0.3847333236909606,-0.7981625945875805
2662,200,1,-1.2446198209349617,0.3847333236909606,-0.7981625945875805
2663,109,4,1.1974583830783379,0.3847333236909606,1.9284169809243275
2664,62,1,1.1974583830783379,-1.5914077716466772,-0.20172331244435068
2665,21,3,-1.2446198209349617,-0.8009513335116221,-1.053779429791822
2666,26,4,-1.2446198209349617,0.3847333236909606,-0.7981625945875805
2667,59,2,-1.2446198209349617,-1.1961795525791497,-1.1389850415265692
2668,169,3,-1.2446198209349617,0.3847333236909606,-0.7981625945875805
2669,169,1,-0.02358071892831195,-1.9866359907142048,-0.9685738180570749
2670,220,2,1.1974583830783379,0.3847333236909606,1.9284169809243275
2671,198,4,-0.02358071892831195,1.1751897618260156,1.0763608635768562
2672,131,1,1.1974583830783379,-1.9866359907142048,-0.6277513711180863
2673,85,1,-0.02358071892831195,0.3847333236909606,0.5651271931683735
2674,117,1,1.1974583830783379,-1.9866359907142048,-0.6277513711180863
2675,104,3,-1.2446198209349617,-0.40572311444409453,-0.9685738180570749
2676,145,4,-1.2446198209349617,0.3847333236909606,-0.7981625945875805
2677,147,2,-1.2446198209349617,-1.1961795525791497,-1.1389850415265692
2678,171,3,-1.2446198209349617,0.3847333236909606,-0.7981625945875805
2679,105,2,1.1974583830783379,-0.40572311444409453,1.0763608635768562
2680,73,1,1.1974583830783379,-0.8009513335116221,0.6503328049031206
2681,49,2,-1.2446198209349617,-0.8009513335116221,-1.053779429791822
2682,173,2,-1.2446198209349617,-0.8009513335116221,-1.053779429791822
2683,120,2,-1.2446198209349617,-0.8009513335116221,-1.053779429791822
2684,163,2,1.1974583830783379,-0.8009513335116221,0.6503328049031206
2685,160,1,1.1974583830783379,-1.5914077716466772,-0.6277513711180863
2686,96,3,-1.2446198209349617,0.3847333236909606,-0.7981625945875805
2687,189,3,-0.02358071892831195,-0.8009513335116221,-0.20172331244435068
2688,200,1,-0.02358071892831195,-1.9866359907142048,-0.9685738180570749
2689,148,3,-0.02358071892831195,0.3847333236909606,0.5651271931683735
2690,150,3,1.1974583830783379,0.3847333236909606,1.9284169809243275
2691,100,2,-1.2446198209349617,0.3847333236909606,-0.7981625945875805
2692,138,1,1.1974583830783379,-1.1961795525791497,0.22430474622938495
2693,134,2,-1.2446198209349617,-0.8009513335116221,-1.053779429791822
2694,176,7,-0.02358071892831195,3.546559076231181,2.6100618748023043
2695,186,2,-0.02358071892831195,0.3847333236909606,0.5651271931683735
2696,100,4,-1.2446198209349617,-0.8009513335116221,-1.053779429791822
2697,176,2,1.1974583830783379,0.3847333236909606,1.9284169809243275
2698,56,1,1.1974583830783379,-1.9866359907142048,-0.6277513711180863
2699,21,4,1.1974583830783379,1.1751897618260156,2.780473098271799
2700,94,3,-1.2446198209349617,-0.8009513335116221,-1.053779429791822
2701,175,4,1.1974583830783379,0.3847333236909606,1.9284169809243275
2702,184,3,-1.2446198209349617,0.3847333236909606,-0.7981625945875805
2703,211,3,-1.2446198209349617,1.1751897618260156,-0.6277513711180863
2704,93,3,-1.2446198209349617,1.1751897618260156,-0.6277513711180863
2705,91,4,1.1974583830783379,0.3847333236909606,1.9284169809243275
2706,139,3,-1.2446198209349617,-0.8009513335116221,-1.053779429791822
2707,190,1,1.1974583830783379,-1.1961795525791497,0.22430474622938495
2708,204,1,-1.2446198209349617,-1.1961795525791497,-1.1389850415265692
2709,125,3,1.1974583830783379,-0.8009513335116221,0.6503328049031206
2710,130,4,1.1974583830783379,1.1751897618260156,2.780473098271799
2711,220,1,-0.02358071892831195,-1.5914077716466772,-0.7129569828528335
2712,197,2,-1.2446198209349617,-1.1961795525791497,-1.1389850415265692
2713,88,2,-1.2446198209349617,-1.5914077716466772,-1.2241906532613163
2714,210,2,1.1974583830783379,-0.8009513335116221,0.6503328049031206
2715,114,3,-1.2446198209349617,0.3847333236909606,-0.7981625945875805
2716,147,2,-0.02358071892831195,-0.8009513335116221,-0.20172331244435068
2717,137,3,1.1974583830783379,-0.8009513335116221,0.6503328049031206
2718,146,1,-0.02358071892831195,-1.1961795525791497,-0.4573401476485921
2719,134,3,-1.2446198209349617,1.1751897618260156,-0.6277513711180863
2720,106,4,-1.2446198209349617,-0.8009513335116221,-1.053779429791822
2721,170,4,-1.2446198209349617,1.1751897618260156,-0.6277513711180863
2722,241,4,-0.02358071892831195,0.3847333236909606,0.5651271931683735
2723,216,1,1.1974583830783379,-1.9866359907142048,-0.6277513711180863
2724,132,1,1.1974583830783379,-1.9866359907142048,-0.6277513711180863
2725,54,3,-1.2446198209349617,0.3847333236909606,-0.7981625945875805
2726,107,2,-1.2446198209349617,0.3847333236909606,-0.7981625945875805
2727,55,3,1.1974583830783379,0.3847333236909606,1.9284169809243275
2728,148,2,-0.02358071892831195,0.3847333236909606,0.5651271931683735
2729,34,1,1.1974583830783379,-1.1961795525791497,0.22430474622938495
2730,79,3,-1.2446198209349617,1.1751897618260156,-0.6277513711180863
2731,198,4,-0.02358071892831195,0.3847333236909606,0.5651271931683735
2732,209,3,-1.2446198209349617,0.3847333236909606,-0.7981625945875805
2733,164,1,1.1974583830783379,-1.1961795525791497,0.22430474622938495
2734,68,3,-0.02358071892831195,0.3847333236909606,0.5651271931683735
2735,94,4,-0.02358071892831195,0.3847333236909606,0.5651271931683735
2736,118,1,1.1974583830783379,-1.5914077716466772,-0.20172331244435068
2737,119,3,-0.02358071892831195,0.3847333236909606,0.5651271931683735
2738,133,3,-1.2446198209349617,0.3847333236909606,-0.7981625945875805
2739,124,1,1.1974583830783379,-1.5914077716466772,-0.20172331244435068
2740,117,3,1.1974583830783379,0.3847333236909606,1.9284169809243275
2741,59,4,-1.2446198209349617,0.3847333236909606,-0.7981625945875805
2742,89,3,-0.02358071892831195,0.3847333236909606,0.5651271931683735
2743,107,2,1.1974583830783379,1.1751897618260156,2.780473098271799
2744,99,1,-0.02358071892831195,-1.5914077716466772,-0.7129569828528335
2745,137,1,-0.02358071892831195,-1.9866359907142048,-0.9685738180570749
2746,163,3,-1.2446198209349617,-0.8009513335116221,-1.053779429791822
2747,74,3,-1.2446198209349617,0.3847333236909606,-0.7981625945875805
2748,74,1,1.1974583830783379,-0.8009513335116221,0.6503328049031206
2749,167,3,-0.02358071892831195,0.3847333236909606,0.5651271931683735
2750,38,2,-1.2446198209349617,0.3847333236909606,-0.7981625945875805
2751,112,4,1.1974583830783379,0.3847333236909606,1.9284169809243275
2752,112,4,-1.2446198209349617,0.3847333236909606,-0.7981625945875805
2753,191,2,-1.2446198209349617,0.3847333236909606,-0.7981625945875805
2754,130,2,-0.02358071892831195,0.3847333236909606,0.5651271931683735
2755,117,2,-0.02358071892831195,0.3847333236909606,0.5651271931683735
2756,99,1,-0.02358071892831195,-1.5914077716466772,-0.7129569828528335
2757,158,1,1.1974583830783379,-1.9866359907142048,-0.6277513711180863
2758,124,4,-0.02358071892831195,1.1751897618260156,1.0763608635768562
2759,77,2,-1.2446198209349617,-1.1961795525791497,-1.1389850415265692
2760,74,1,1.1974583830783379,-1.9866359907142048,-0.6277513711180863
2761,47,1,-0.02358071892831195,-1.9866359907142048,-0.9685738180570749
2762,230,3,1.1974583830783379,0.3847333236909606,1.9284169809243275
2763,9,2,1.1974583830783379,-0.40572311444409453,1.0763608635768562
2764,113,4,-0.02358071892831195,0.3847333236909606,0.5651271931683735
2765,177,2,-1.2446198209349617,-0.40572311444409453,-0.9685738180570749
2766,168,3,-1.2446198209349617,0.7799615427584882,-0.7129569828528335
2767,122,3,-1.2446198209349617,0.3847333236909606,-0.7981625945875805
2768,40,1,-1.2446198209349617,-1.9866359907142048,-1.3093962649960633
2769,59,1,1.1974583830783379,-1.1961795525791497,0.22430474622938495
2770,86,4,-1.2446198209349617,-0.8009513335116221,-1.053779429791822
2771,146,1,-1.2446198209349617,-1.5914077716466772,-1.2241906532613163
2772,67,2,1.1974583830783379,-0.8009513335116221,0.6503328049031206
2773,56,3,-1.2446198209349617,-0.8009513335116221,-1.053779429791822
2774,108,4,-0.02358071892831195,1.1751897618260156,1.0763608635768562
2775,103,2,-0.02358071892831195,-0.8009513335116221,-0.20172331244435068
2776,52,2,-1.2446198209349617,0.3847333236909606,-0.7981625945875805
2777,75,3,1.1974583830783379,0.7799615427584882,2.354445039598063
2778,177,3,-1.2446198209349617,0.7799615427584882,-0.7129569828528335
2779,122,1,-1.2446198209349617,-1.9866359907142048,-1.3093962649960633
2780,64,2,-0.02358071892831195,-0.8009513335116221,-0.20172331244435068
2781,74,1,-0.02358071892831195,-1.1961795525791497,-0.4573401476485921
2782,66,4,-0.02358071892831195,0.3847333236909606,0.5651271931683735
2783,143,3,-1.2446198209349617,0.3847333236909606,-0.7981625945875805
2784,101,1,-0.02358071892831195,-0.8009513335116221,-0.20172331244435068
2785,111,1,-0.02358071892831195,-1.1961795525791497,-0.4573401476485921
2786,147,3,-0.02358071892831195,0.3847333236909606,0.5651271931683735
2787,86,3,-1.2446198209349617,1.1751897618260156,-0.6277513711180863
2788,104,2,-0.02358071892831195,-0.8009513335116221,-0.20172331244435068
2789,85,4,-0.02358071892831195,0.3847333236909606,0.5651271931683735
2790,121,2,-0.02358071892831195,-1.1961795525791497,-0.4573401476485921
2791,113,1,1.1974583830783379,-1.5914077716466772,-0.20172331244435068
2792,90,1,1.1974583830783379,-1.9866359907142048,-0.6277513711180863
2793,104,3,-1.2446198209349617,0.3847333236909606,-0.7981625945875805
2794,143,3,-1.2446198209349617,0.3847333236909606,-0.7981625945875805
2795,85,1,-1.2446198209349617,1.1751897618260156,-0.6277513711180863
2796,129,3,1.1974583830783379,-0.8009513335116221,0.6503328049031206
2797,91,3,-0.02358071892831195,0.3847333236909606,0.5651271931683735
2798,143,2,1.1974583830783379,-0.8009513335116221,0.6503328049031206
2799,107,2,-0.02358071892831195,-0.8009513335116221,-0.20172331244435068
2800,56,2,1.1974583830783379,-1.1961795525791497,0.22430474622938495
2801,76,2,-0.02358071892831195,-0.8009513335116221,-0.20172331244435068
2802,151,1,-1.2446198209349617,-1.9866359907142048,-1.3093962649960633
2803,111,2,-0.02358071892831195,-0.8009513335116221,-0.20172331244435068
2804,52,3,-1.2446198209349617,0.3847333236909606,-0.7981625945875805
2805,61,4,-0.02358071892831195,0.3847333236909606,0.5651271931683735
2806,138,1,-1.2446198209349617,-1.5914077716466772,-1.2241906532613163
2807,173,3,-1.2446198209349617,0.3847333236909606,-0.7981625945875805
2808,216,2,-0.02358071892831195,-0.40572311444409453,0.05389352275989069
2809,152,3,-0.02358071892831195,0.7799615427584882,0.8207440283726148
2810,223,1,1.1974583830783379,-1.9866359907142048,-0.6277513711180863
2811,152,4,-0.02358071892831195,1.1751897618260156,1.0763608635768562
2812,88,1,-1.2446198209349617,-1.5914077716466772,-1.2241906532613163
2813,138,4,-1.2446198209349617,1.1751897618260156,-0.6277513711180863
2814,182,4,-0.02358071892831195,0.3847333236909606,0.5651271931683735
2815,169,4,-1.2446198209349617,0.3847333236909606,-0.7981625945875805
2816,163,4,1.1974583830783379,-0.8009513335116221,0.6503328049031206
2817,160,1,-0.02358071892831195,0.3847333236909606,0.5651271931683735
2818,142,2,-0.02358071892831195,1.1751897618260156,1.0763608635768562
2819,39,1,-0.02358071892831195,-1.5914077716466772,-0.7129569828528335
2820,120,3,1.1974583830783379,1.1751897618260156,2.780473098271799
2821,79,3,-1.2446198209349617,0.3847333236909606,-0.7981625945875805
2822,209,4,-1.2446198209349617,0.3847333236909606,-0.7981625945875805
2823,142,3,-1.2446198209349617,0.3847333236909606,-0.7981625945875805
2824,34,4,-1.2446198209349617,0.3847333236909606,-0.7981625945875805
2825,34,3,1.1974583830783379,0.3847333236909606,1.9284169809243275
2826,88,3,-0.02358071892831195,0.3847333236909606,0.5651271931683735
2827,111,1,-0.02358071892831195,-1.5914077716466772,-0.7129569828528335
2828,126,4,-1.2446198209349617,-0.8009513335116221,-1.053779429791822
2829,139,4,1.1974583830783379,0.3847333236909606,1.9284169809243275
2830,146,2,-0.02358071892831195,-1.1961795525791497,-0.4573401476485921
2831,233,2,-0.02358071892831195,-0.8009513335116221,-0.20172331244435068
2832,52,3,-1.2446198209349617,0.3847333236909606,-0.7981625945875805
2833,66,3,-0.02358071892831195,0.3847333236909606,0.5651271931683735
2834,67,2,-1.2446198209349617,-1.1961795525791497,-1.1389850415265692
2835,111,2,1.1974583830783379,-1.5914077716466772,-0.20172331244435068
2836,74,3,-0.02358071892831195,-0.8009513335116221,-0.20172331244435068
2837,189,3,-1.2446198209349617,0.3847333236909606,-0.7981625945875805
2838,75,4,-1.2446198209349617,-0.8009513335116221,-1.053779429791822
2839,73,2,1.1974583830783379,-0.8009513335116221,0.6503328049031206
2840,116,3,1.1974583830783379,0.3847333236909606,1.9284169809243275
2841,118,3,-0.02358071892831195,0.3847333236909606,0.5651271931683735
2842,147,1,1.1974583830783379,-1.9866359907142048,-0.6277513711180863
2843,121,4,-1.2446198209349617,1.1751897618260156,-0.6277513711180863
2844,84,4,-1.2446198209349617,0.3847333236909606,-0.7981625945875805
2845,142,2,-0.02358071892831195,-1.5914077716466772,-0.7129569828528335
2846,171,3,-0.02358071892831195,0.3847333236909606,0.5651271931683735
2847,165,4,-0.02358071892831195,0.3847333236909606,0.5651271931683735
2848,121,1,-0.02358071892831195,-1.9866359907142048,-0.9685738180570749
2849,4,1,-0.02358071892831195,-1.5914077716466772,-0.7129569828528335
2850,67,3,1.1974583830783379,-0.8009513335116221,0.6503328049031206
2851,67,3,-1.2446198209349617,-0.8009513335116221,-1.053779429791822
2852,84,3,-0.02358071892831195,0.3847333236909606,0.5651271931683735
2853,239,4,-0.02358071892831195,0.3847333236909606,0.5651271931683735
2854,115,2,-0.02358071892831195,-1.1961795525791497,-0.4573401476485921
2855,63,3,1.1974583830783379,1.1751897618260156,2.780473098271799
2856,84,4,1.1974583830783379,0.3847333236909606,1.9284169809243275
2857,214,1,-1.2446198209349617,-1.5914077716466772,-1.2241906532613163
2858,69,2,-1.2446198209349617,-1.1961795525791497,-1.1389850415265692
2859,160,3,-0.02358071892831195,0.3847333236909606,0.5651271931683735
2860,106,3,-1.2446198209349617,0.3847333236909606,-0.7981625945875805
2861,117,4,-1.2446198209349617,-0.8009513335116221,-1.053779429791822
2862,147,4,-0.02358071892831195,-0.8009513335116221,-0.20172331244435068
2863,194,4,-0.02358071892831195,-0.8009513335116221,-0.20172331244435068
2864,92,2,-0.02358071892831195,1.1751897618260156,1.0763608635768562
2865,112,2,-1.2446198209349617,1.1751897618260156,-0.6277513711180863
2866,184,4,-1.2446198209349617,0.3847333236909606,-0.7981625945875805
2867,184,4,1.1974583830783379,0.7799615427584882,2.354445039598063
2868,107,4,-1.2446198209349617,1.1751897618260156,-0.6277513711180863
2869,140,4,-1.2446198209349617,0.3847333236909606,-0.7981625945875805
2870,14,3,-1.2446198209349617,0.7799615427584882,-0.7129569828528335
2871,228,3,1.1974583830783379,0.3847333236909606,1.9284169809243275
2872,221,4,1.1974583830783379,0.3847333236909606,1.9284169809243275
2873,99,4,1.1974583830783379,0.3847333236909606,1.9284169809243275
2874,116,1,1.1974583830783379,-1.5914077716466772,-0.20172331244435068
2875,105,3,-0.02358071892831195,0.3847333236909606,0.5651271931683735
2876,136,3,1.1974583830783379,0.3847333236909606,1.9284169809243275
2877,34,1,-0.02358071892831195,-1.5914077716466772,-0.7129569828528335
2878,99,2,1.1974583830783379,-0.8009513335116221,0.6503328049031206
2879,139,3,-0.02358071892831195,-0.8009513335116221,-0.20172331244435068
2880,201,1,-0.02358071892831195,-1.5914077716466772,-0.7129569828528335
2881,27,1,-0.02358071892831195,-1.5914077716466772,-0.7129569828528335
2882,111,2,1.1974583830783379,0.3847333236909606,1.9284169809243275
2883,52,4,-0.02358071892831195,0.3847333236909606,0.5651271931683735
2884,61,2,-0.02358071892831195,-0.8009513335116221,-0.20172331244435068
2885,59,3,1.1974583830783379,0.3847333236909606,1.9284169809243275
2886,97,1,-0.02358071892831195,-1.5914077716466772,-0.7129569828528335
2887,175,2,-1.2446198209349617,-0.8009513335116221,-1.053779429791822
2888,115,2,-0.02358071892831195,-0.8009513335116221,-0.20172331244435068
2889,42,1,-1.2446198209349617,-0.8009513335116221,-1.053779429791822
2890,66,4,-1.2446198209349617,-0.8009513335116221,-1.053779429791822
2891,144,2,-1.2446198209349617,-0.8009513335116221,-1.053779429791822
2892,98,3,-0.02358071892831195,1.1751897618260156,1.0763608635768562
2893,140,3,1.1974583830783379,1.1751897618260156,2.780473098271799
2894,88,1,-1.2446198209349617,-1.5914077716466772,-1.2241906532613163
2895,175,3,1.1974583830783379,0.3847333236909606,1.9284169809243275
2896,173,2,-0.02358071892831195,1.1751897618260156,1.0763608635768562
2897,74,3,-1.2446198209349617,0.3847333236909606,-0.7981625945875805
2898,166,3,-0.02358071892831195,-0.8009513335116221,-0.20172331244435068
2899,102,1,-1.2446198209349617,-1.9866359907142048,-1.3093962649960633
2900,173,2,1.1974583830783379,-1.1961795525791497,0.22430474622938495
2901,125,3,-0.02358071892831195,0.3847333236909606,0.5651271931683735
2902,79,3,-1.2446198209349617,0.3847333236909606,-0.7981625945875805
2903,137,3,-1.2446198209349617,1.1751897618260156,-0.6277513711180863
2904,214,1,1.1974583830783379,-1.5914077716466772,-0.20172331244435068
2905,186,3,-0.02358071892831195,0.3847333236909606,0.5651271931683735
2906,121,4,-0.02358071892831195,1.1751897618260156,1.0763608635768562
2907,145,2,-0.02358071892831195,-0.8009513335116221,-0.20172331244435068
2908,168,2,-1.2446198209349617,-0.8009513335116221,-1.053779429791822
2909,137,1,-1.2446198209349617,-1.1961795525791497,-1.1389850415265692
2910,106,3,1.1974583830783379,-0.8009513335116221,0.6503328049031206
2911,88,3,-1.2446198209349617,0.3847333236909606,-0.7981625945875805
2912,60,1,-0.02358071892831195,-0.8009513335116221,-0.20172331244435068
2913,112,1,-1.2446198209349617,-0.8009513335116221,-1.053779429791822
2914,79,2,-0.02358071892831195,-0.8009513335116221,-0.20172331244435068
2915,84,4,-0.02358071892831195,0.3847333236909606,0.5651271931683735
